date,article_id,quantity
2024-01-06,17,155
2024-01-06,18,63
2024-01-06,20,73
2024-01-06,12,249
2024-01-06,19,159
2024-01-06,8,153
2024-01-07,1,93
2024-01-07,2,267
2024-01-07,3,120
2024-01-07,4,101
2024-01-07,5,187
2024-01-07,6,176
2024-01-07,7,239
2024-01-07,9,77
2024-01-07,10,325
2024-01-07,11,179
2024-01-07,13,275
2024-01-07,14,87
2024-01-07,15,214
2024-01-07,16,243
2024-01-07,17,0
2024-01-07,18,209
2024-01-07,20,209
2024-01-07,12,205
2024-01-07,19,70
2024-01-07,8,0
2024-01-08,1,86
2024-01-08,2,89
2024-01-08,3,52
2024-01-08,4,73
2024-01-08,5,206
2024-01-08,6,37
2024-01-08,7,99
2024-01-08,9,165
2024-01-08,10,34
2024-01-08,11,37
2024-01-08,13,134
2024-01-08,14,52
2024-01-08,15,102
2024-01-08,16,37
2024-01-08,17,96
2024-01-08,18,92
2024-01-08,20,83
2024-01-08,12,138
2024-01-08,19,89
2024-01-08,8,181
2024-01-09,1,318
2024-01-09,2,230
2024-01-09,3,135
2024-01-09,4,188
2024-01-09,5,120
2024-01-09,6,102
2024-01-09,7,119
2024-01-09,9,0
2024-01-09,10,145
2024-01-09,11,224
2024-01-09,13,234
2024-01-09,14,164
2024-01-09,15,140
2024-01-09,16,221
2024-01-09,17,151
2024-01-09,18,60
2024-01-09,20,328
2024-01-09,12,0
2024-01-09,19,89
2024-01-09,8,233
2024-01-10,1,59
2024-01-10,2,198
2024-01-10,3,238
2024-01-10,4,34
2024-01-10,5,129
2024-01-10,6,66
2024-01-10,7,102
2024-01-10,9,134
2024-01-10,10,21
2024-01-10,11,85
2024-01-10,13,210
2024-01-10,14,252
2024-01-10,15,110
2024-01-10,16,29
2024-01-10,17,96
2024-01-10,18,164
2024-01-10,20,109
2024-01-10,12,428
2024-01-10,19,85
2024-01-10,8,34
2024-01-11,1,47
2024-01-11,2,195
2024-01-11,3,15
2024-01-11,4,93
2024-01-11,5,224
2024-01-11,6,179
2024-01-11,7,95
2024-01-11,9,271
2024-01-11,10,183
2024-01-11,11,156
2024-01-11,13,149
2024-01-11,14,164
2024-01-11,15,364
2024-01-11,16,95
2024-01-11,17,274
2024-01-11,18,4
2024-01-11,20,81
2024-01-11,12,100
2024-01-11,19,77
2024-01-11,8,247
2024-01-12,1,193
2024-01-12,2,5
2024-01-12,3,143
2024-01-12,4,97
2024-01-12,5,274
2024-01-12,6,154
2024-01-12,7,24
2024-01-12,9,77
2024-01-12,10,260
2024-01-12,11,216
2024-01-12,13,243
2024-01-12,14,162
2024-01-12,15,131
2024-01-12,16,177
2024-01-12,17,97
2024-01-12,18,195
2024-01-12,20,75
2024-01-12,12,322
2024-01-12,19,164
2024-01-12,8,234
2024-01-13,1,159
2024-01-13,2,310
2024-01-13,3,278
2024-01-13,4,136
2024-01-13,5,148
2024-01-13,6,0
2024-01-13,7,110
2024-01-13,9,0
2024-01-13,10,201
2024-01-13,11,124
2024-01-13,13,250
2024-01-13,14,115
2024-01-13,15,185
2024-01-13,16,158
2024-01-13,17,99
2024-01-13,18,134
2024-01-13,20,132
2024-01-13,12,65
2024-01-13,19,204
2024-01-13,8,92
2024-01-14,1,111
2024-01-14,2,78
2024-01-14,3,162
2024-01-14,4,90
2024-01-14,5,149
2024-01-14,6,186
2024-01-14,7,110
2024-01-14,9,25
2024-01-14,10,134
2024-01-14,11,0
2024-01-14,13,197
2024-01-14,14,113
2024-01-14,15,0
2024-01-14,16,228
2024-01-14,17,172
2024-01-14,18,231
2024-01-14,20,57
2024-01-14,12,47
2024-01-14,19,45
2024-01-14,8,29
2024-01-15,1,290
2024-01-15,2,135
2024-01-15,3,80
2024-01-15,4,92
2024-01-15,5,5
2024-01-15,6,72
2024-01-15,7,148
2024-01-15,9,96
2024-01-15,10,5
2024-01-15,11,280
2024-01-15,13,48
2024-01-15,14,118
2024-01-15,15,123
2024-01-15,16,0
2024-01-15,17,281
2024-01-15,18,78
2024-01-15,20,3
2024-01-15,12,298
2024-01-15,19,214
2024-01-15,8,262
2024-01-16,1,194
2024-01-16,2,238
2024-01-16,3,0
2024-01-16,4,302
2024-01-16,5,161
2024-01-16,6,179
2024-01-16,7,227
2024-01-16,9,19
2024-01-16,10,126
2024-01-16,11,55
2024-01-16,13,119
2024-01-16,14,16
2024-01-16,15,64
2024-01-16,16,67
2024-01-16,17,288
2024-01-16,18,68
2024-01-16,20,462
2024-01-16,12,327
2024-01-16,19,124
2024-01-16,8,113
2024-01-17,1,0
2024-01-17,2,140
2024-01-17,3,279
2024-01-17,4,213
2024-01-17,5,460
2024-01-17,6,283
2024-01-17,7,131
2024-01-17,9,67
2024-01-17,10,225
2024-01-17,11,192
2024-01-17,13,332
2024-01-17,14,130
2024-01-17,15,183
2024-01-17,16,89
2024-01-17,17,18
2024-01-17,18,258
2024-01-17,20,225
2024-01-17,12,0
2024-01-17,19,78
2024-01-17,8,67
2024-01-18,1,97
2024-01-18,2,8
2024-01-18,3,148
2024-01-18,4,116
2024-01-18,5,122
2024-01-18,6,78
2024-01-18,7,45
2024-01-18,9,128
2024-01-18,10,236
2024-01-18,11,68
2024-01-18,13,296
2024-01-18,14,2
2024-01-18,15,12
2024-01-18,16,198
2024-01-18,17,330
2024-01-18,18,182
2024-01-18,20,251
2024-01-18,12,94
2024-01-18,19,88
2024-01-18,8,106
2024-01-19,1,197
2024-01-19,2,213
2024-01-19,3,227
2024-01-19,4,143
2024-01-19,5,160
2024-01-19,6,96
2024-01-19,7,55
2024-01-19,9,210
2024-01-19,10,66
2024-01-19,11,0
2024-01-19,13,100
2024-01-19,14,212
2024-01-19,15,107
2024-01-19,16,155
2024-01-19,17,76
2024-01-19,18,40
2024-01-19,20,243
2024-01-19,12,258
2024-01-19,19,120
2024-01-19,8,272
2024-01-20,1,314
2024-01-20,2,124
2024-01-20,3,179
2024-01-20,4,132
2024-01-20,5,164
2024-01-20,6,127
2024-01-20,7,0
2024-01-20,9,231
2024-01-20,10,166
2024-01-20,11,349
2024-01-20,13,169
2024-01-20,14,70
2024-01-20,15,241
2024-01-20,16,76
2024-01-20,17,267
2024-01-20,18,281
2024-01-20,20,82
2024-01-20,12,0
2024-01-20,19,17
2024-01-20,8,70
2024-01-21,1,215
2024-01-21,2,141
2024-01-21,3,183
2024-01-21,4,99
2024-01-21,5,183
2024-01-21,6,92
2024-01-21,7,262
2024-01-21,9,124
2024-01-21,10,234
2024-01-21,11,142
2024-01-21,13,142
2024-01-21,14,87
2024-01-21,15,271
2024-01-21,16,251
2024-01-21,17,230
2024-01-21,18,127
2024-01-21,20,98
2024-01-21,12,172
2024-01-21,19,35
2024-01-21,8,117
2024-01-22,1,57
2024-01-22,2,158
2024-01-22,3,19
2024-01-22,4,249
2024-01-22,5,74
2024-01-22,6,84
2024-01-22,7,166
2024-01-22,9,404
2024-01-22,10,61
2024-01-22,11,164
2024-01-22,13,145
2024-01-22,14,310
2024-01-22,15,99
2024-01-22,16,192
2024-01-22,17,62
2024-01-22,18,116
2024-01-22,20,213
2024-01-22,12,234
2024-01-22,19,110
2024-01-22,8,80
2024-01-23,1,214
2024-01-23,2,6
2024-01-23,3,140
2024-01-23,4,128
2024-01-23,5,180
2024-01-23,6,39
2024-01-23,7,23
2024-01-23,9,145
2024-01-23,10,151
2024-01-23,11,0
2024-01-23,13,170
2024-01-23,14,245
2024-01-23,15,38
2024-01-23,16,209
2024-01-23,17,205
2024-01-23,18,159
2024-01-23,20,134
2024-01-23,12,167
2024-01-23,19,36
2024-01-23,8,81
2024-01-24,1,137
2024-01-24,2,22
2024-01-24,3,259
2024-01-24,4,122
2024-01-24,5,354
2024-01-24,6,74
2024-01-24,7,58
2024-01-24,9,92
2024-01-24,10,87
2024-01-24,11,73
2024-01-24,13,141
2024-01-24,14,18
2024-01-24,15,172
2024-01-24,16,10
2024-01-24,17,35
2024-01-24,18,117
2024-01-24,20,144
2024-01-24,12,320
2024-01-24,19,130
2024-01-24,8,161
2024-01-25,1,180
2024-01-25,2,37
2024-01-25,3,441
2024-01-25,4,140
2024-01-25,5,0
2024-01-25,6,140
2024-01-25,7,54
2024-01-25,9,152
2024-01-25,10,191
2024-01-25,11,0
2024-01-25,13,254
2024-01-25,14,280
2024-01-25,15,173
2024-01-25,16,86
2024-01-25,17,48
2024-01-25,18,269
2024-01-25,20,75
2024-01-25,12,55
2024-01-25,19,87
2024-01-25,8,77
2024-01-26,1,73
2024-01-26,2,92
2024-01-26,3,110
2024-01-26,4,51
2024-01-26,5,251
2024-01-26,6,0
2024-01-26,7,0
2024-01-26,9,228
2024-01-26,10,64
2024-01-26,11,28
2024-01-26,13,108
2024-01-26,14,0
2024-01-26,15,217
2024-01-26,16,217
2024-01-26,17,25
2024-01-26,18,39
2024-01-26,20,162
2024-01-26,12,193
2024-01-26,19,171
2024-01-26,8,188
2024-01-27,1,51
2024-01-27,2,503
2024-01-27,3,191
2024-01-27,4,214
2024-01-27,5,66
2024-01-27,6,250
2024-01-27,7,168
2024-01-27,9,120
2024-01-27,10,238
2024-01-27,11,82
2024-01-27,13,15
2024-01-27,14,213
2024-01-27,15,264
2024-01-27,16,71
2024-01-27,17,82
2024-01-27,18,373
2024-01-27,20,138
2024-01-27,12,105
2024-01-27,19,152
2024-01-27,8,195
2024-01-28,1,157
2024-01-28,2,189
2024-01-28,3,31
2024-01-28,4,260
2024-01-28,5,108
2024-01-28,6,0
2024-01-28,7,215
2024-01-28,9,29
2024-01-28,10,230
2024-01-28,11,58
2024-01-28,13,28
2024-01-28,14,169
2024-01-28,15,117
2024-01-28,16,62
2024-01-28,17,0
2024-01-28,18,201
2024-01-28,20,176
2024-01-28,12,49
2024-01-28,19,217
2024-01-28,8,436
2024-01-29,1,144
2024-01-29,2,123
2024-01-29,3,73
2024-01-29,4,161
2024-01-29,5,238
2024-01-29,6,0
2024-01-29,7,369
2024-01-29,9,88
2024-01-29,10,189
2024-01-29,11,177
2024-01-29,13,243
2024-01-29,14,0
2024-01-29,15,124
2024-01-29,16,260
2024-01-29,17,211
2024-01-29,18,76
2024-01-29,20,53
2024-01-29,12,196
2024-01-29,19,87
2024-01-29,8,65
2024-01-30,1,15
2024-01-30,2,123
2024-01-30,3,41
2024-01-30,4,160
2024-01-30,5,69
2024-01-30,6,63
2024-01-30,7,0
2024-01-30,9,60
2024-01-30,10,203
2024-01-30,11,72
2024-01-30,13,218
2024-01-30,14,0
2024-01-30,15,317
2024-01-30,16,148
2024-01-30,17,0
2024-01-30,18,47
2024-01-30,20,83
2024-01-30,12,126
2024-01-30,19,124
2024-01-30,8,150
2024-01-31,1,194
2024-01-31,2,110
2024-01-31,3,126
2024-01-31,4,152
2024-01-31,5,3
2024-01-31,6,63
2024-01-31,7,265
2024-01-31,9,156
2024-01-31,10,92
2024-01-31,11,95
2024-01-31,13,0
2024-01-31,14,68
2024-01-31,15,216
2024-01-31,16,259
2024-01-31,17,153
2024-01-31,18,102
2024-01-31,20,378
2024-01-31,12,81
2024-01-31,19,141
2024-01-31,8,325
2024-02-01,1,0
2024-02-01,2,137
2024-02-01,3,59
2024-02-01,4,234
2024-02-01,5,174
2024-02-01,6,289
2024-02-01,7,0
2024-02-01,9,3
2024-02-01,10,403
2024-02-01,11,53
2024-02-01,13,68
2024-02-01,14,162
2024-02-01,15,258
2024-02-01,16,211
2024-02-01,17,203
2024-02-01,18,44
2024-02-01,20,98
2024-02-01,12,58
2024-02-01,19,362
2024-02-01,8,13
2024-02-02,1,116
2024-02-02,2,97
2024-02-02,3,145
2024-02-02,4,264
2024-02-02,5,234
2024-02-02,6,141
2024-02-02,7,279
2024-02-02,9,84
2024-02-02,10,0
2024-02-02,11,187
2024-02-02,13,463
2024-02-02,14,131
2024-02-02,15,0
2024-02-02,16,25
2024-02-02,17,275
2024-02-02,18,148
2024-02-02,20,63
2024-02-02,12,104
2024-02-02,19,100
2024-02-02,8,66
2024-02-03,1,221
2024-02-03,2,87
2024-02-03,3,439
2024-02-03,4,151
2024-02-03,5,188
2024-02-03,6,174
2024-02-03,7,167
2024-02-03,9,54
2024-02-03,10,0
2024-02-03,11,191
2024-02-03,13,136
2024-02-03,14,0
2024-02-03,15,266
2024-02-03,16,222
2024-02-03,17,18
2024-02-03,18,282
2024-02-03,20,156
2024-02-03,12,101
2024-02-03,19,93
2024-02-03,8,19
2024-02-04,1,126
2024-02-04,2,0
2024-02-04,3,108
2024-02-04,4,346
2024-02-04,5,213
2024-02-04,6,173
2024-02-04,7,2
2024-02-04,9,103
2024-02-04,10,83
2024-02-04,11,97
2024-02-04,13,65
2024-02-04,14,142
2024-02-04,15,128
2024-02-04,16,36
2024-02-04,17,238
2024-02-04,18,48
2024-02-04,20,362
2024-02-04,12,39
2024-02-04,19,0
2024-02-04,8,99
2024-02-05,1,187
2024-02-05,2,108
2024-02-05,3,113
2024-02-05,4,11
2024-02-05,5,92
2024-02-05,6,198
2024-02-05,7,97
2024-02-05,9,158
2024-02-05,10,229
2024-02-05,11,51
2024-02-05,13,127
2024-02-05,14,90
2024-02-05,15,91
2024-02-05,16,76
2024-02-05,17,139
2024-02-05,18,265
2024-02-05,20,93
2024-02-05,12,94
2024-02-05,19,40
2024-02-05,8,195
2024-02-06,1,72
2024-02-06,2,36
2024-02-06,3,183
2024-02-06,4,67
2024-02-06,5,138
2024-02-06,6,187
2024-02-06,7,118
2024-02-06,9,225
2024-02-06,10,198
2024-02-06,11,0
2024-02-06,13,36
2024-02-06,14,143
2024-02-06,15,2
2024-02-06,16,180
2024-02-06,17,238
2024-02-06,18,38
2024-02-06,20,135
2024-02-06,12,364
2024-02-06,19,198
2024-02-06,8,381
2024-02-07,1,70
2024-02-07,2,83
2024-02-07,3,173
2024-02-07,4,70
2024-02-07,5,195
2024-02-07,6,113
2024-02-07,7,61
2024-02-07,9,166
2024-02-07,10,15
2024-02-07,11,203
2024-02-07,13,168
2024-02-07,14,263
2024-02-07,15,126
2024-02-07,16,273
2024-02-07,17,80
2024-02-07,18,0
2024-02-07,20,246
2024-02-07,12,235
2024-02-07,19,371
2024-02-07,8,256
2024-02-08,1,198
2024-02-08,2,233
2024-02-08,3,35
2024-02-08,4,28
2024-02-08,5,88
2024-02-08,6,65
2024-02-08,7,131
2024-02-08,9,131
2024-02-08,10,0
2024-02-08,11,166
2024-02-08,13,196
2024-02-08,14,236
2024-02-08,15,119
2024-02-08,16,62
2024-02-08,17,0
2024-02-08,18,188
2024-02-08,20,138
2024-02-08,12,289
2024-02-08,19,116
2024-02-08,8,228
2024-02-09,1,45
2024-02-09,2,48
2024-02-09,3,200
2024-02-09,4,102
2024-02-09,5,150
2024-02-09,6,128
2024-02-09,7,292
2024-02-09,9,117
2024-02-09,10,101
2024-02-09,11,0
2024-02-09,13,120
2024-02-09,14,0
2024-02-09,15,249
2024-02-09,16,88
2024-02-09,17,18
2024-02-09,18,0
2024-02-09,20,62
2024-02-09,12,71
2024-02-09,19,295
2024-02-09,8,123
2024-02-10,1,191
2024-02-10,2,242
2024-02-10,3,158
2024-02-10,4,108
2024-02-10,5,85
2024-02-10,6,35
2024-02-10,7,162
2024-02-10,9,69
2024-02-10,10,82
2024-02-10,11,43
2024-02-10,13,182
2024-02-10,14,179
2024-02-10,15,118
2024-02-10,16,42
2024-02-10,17,275
2024-02-10,18,141
2024-02-10,20,50
2024-02-10,12,64
2024-02-10,19,53
2024-02-10,8,103
2024-02-11,1,101
2024-02-11,2,107
2024-02-11,3,116
2024-02-11,4,0
2024-02-11,5,20
2024-02-11,6,57
2024-02-11,7,59
2024-02-11,9,0
2024-02-11,10,222
2024-02-11,11,82
2024-02-11,13,195
2024-02-11,14,0
2024-02-11,15,0
2024-02-11,16,309
2024-02-11,17,145
2024-02-11,18,164
2024-02-11,20,88
2024-02-11,12,215
2024-02-11,19,184
2024-02-11,8,77
2024-02-12,1,29
2024-02-12,2,202
2024-02-12,3,89
2024-02-12,4,1
2024-02-12,5,251
2024-02-12,6,228
2024-02-12,7,66
2024-02-12,9,20
2024-02-12,10,53
2024-02-12,11,88
2024-02-12,13,93
2024-02-12,14,293
2024-02-12,15,99
2024-02-12,16,0
2024-02-12,17,33
2024-02-12,18,381
2024-02-12,20,314
2024-02-12,12,44
2024-02-12,19,113
2024-02-12,8,0
2024-02-13,1,96
2024-02-13,2,208
2024-02-13,3,115
2024-02-13,4,187
2024-02-13,5,89
2024-02-13,6,306
2024-02-13,7,167
2024-02-13,9,336
2024-02-13,10,79
2024-02-13,11,179
2024-02-13,13,223
2024-02-13,14,156
2024-02-13,15,99
2024-02-13,16,187
2024-02-13,17,482
2024-02-13,18,128
2024-02-13,20,200
2024-02-13,12,115
2024-02-13,19,320
2024-02-13,8,87
2024-02-14,1,88
2024-02-14,2,376
2024-02-14,3,161
2024-02-14,4,98
2024-02-14,5,239
2024-02-14,6,9
2024-02-14,7,116
2024-02-14,9,245
2024-02-14,10,54
2024-02-14,11,93
2024-02-14,13,0
2024-02-14,14,48
2024-02-14,15,69
2024-02-14,16,66
2024-02-14,17,182
2024-02-14,18,0
2024-02-14,20,189
2024-02-14,12,41
2024-02-14,19,199
2024-02-14,8,91
2024-02-15,1,0
2024-02-15,2,171
2024-02-15,3,230
2024-02-15,4,0
2024-02-15,5,189
2024-02-15,6,181
2024-02-15,7,81
2024-02-15,9,31
2024-02-15,10,12
2024-02-15,11,71
2024-02-15,13,93
2024-02-15,14,0
2024-02-15,15,287
2024-02-15,16,190
2024-02-15,17,214
2024-02-15,18,60
2024-02-15,20,225
2024-02-15,12,180
2024-02-15,19,354
2024-02-15,8,303
2024-02-16,1,162
2024-02-16,2,242
2024-02-16,3,125
2024-02-16,4,88
2024-02-16,5,175
2024-02-16,6,280
2024-02-16,7,153
2024-02-16,9,0
2024-02-16,10,448
2024-02-16,11,121
2024-02-16,13,182
2024-02-16,14,79
2024-02-16,15,105
2024-02-16,16,232
2024-02-16,17,189
2024-02-16,18,27
2024-02-16,20,141
2024-02-16,12,149
2024-02-16,19,109
2024-02-16,8,165
2024-02-17,1,239
2024-02-17,2,304
2024-02-17,3,167
2024-02-17,4,103
2024-02-17,5,0
2024-02-17,6,320
2024-02-17,7,90
2024-02-17,9,21
2024-02-17,10,203
2024-02-17,11,142
2024-02-17,13,27
2024-02-17,14,11
2024-02-17,15,305
2024-02-17,16,81
2024-02-17,17,16
2024-02-17,18,212
2024-02-17,20,201
2024-02-17,12,0
2024-02-17,19,218
2024-02-17,8,129
2024-02-18,1,340
2024-02-18,2,165
2024-02-18,3,165
2024-02-18,4,135
2024-02-18,5,66
2024-02-18,6,64
2024-02-18,7,126
2024-02-18,9,176
2024-02-18,10,320
2024-02-18,11,235
2024-02-18,13,41
2024-02-18,14,108
2024-02-18,15,82
2024-02-18,16,199
2024-02-18,17,45
2024-02-18,18,192
2024-02-18,20,109
2024-02-18,12,147
2024-02-18,19,160
2024-02-18,8,0
2024-02-19,1,133
2024-02-19,2,16
2024-02-19,3,237
2024-02-19,4,169
2024-02-19,5,76
2024-02-19,6,80
2024-02-19,7,264
2024-02-19,9,62
2024-02-19,10,155
2024-02-19,11,244
2024-02-19,13,305
2024-02-19,14,120
2024-02-19,15,130
2024-02-19,16,133
2024-02-19,17,89
2024-02-19,18,93
2024-02-19,20,94
2024-02-19,12,155
2024-02-19,19,28
2024-02-19,8,93
2024-02-20,1,157
2024-02-20,2,202
2024-02-20,3,0
2024-02-20,4,79
2024-02-20,5,0
2024-02-20,6,79
2024-02-20,7,0
2024-02-20,9,134
2024-02-20,10,106
2024-02-20,11,159
2024-02-20,13,51
2024-02-20,14,165
2024-02-20,15,294
2024-02-20,16,106
2024-02-20,17,67
2024-02-20,18,236
2024-02-20,20,55
2024-02-20,12,103
2024-02-20,19,158
2024-02-20,8,90
2024-02-21,1,75
2024-02-21,2,236
2024-02-21,3,341
2024-02-21,4,0
2024-02-21,5,76
2024-02-21,6,35
2024-02-21,7,26
2024-02-21,9,60
2024-02-21,10,156
2024-02-21,11,32
2024-02-21,13,152
2024-02-21,14,35
2024-02-21,15,0
2024-02-21,16,143
2024-02-21,17,80
2024-02-21,18,102
2024-02-21,20,83
2024-02-21,12,159
2024-02-21,19,138
2024-02-21,8,56
2024-02-22,1,366
2024-02-22,2,0
2024-02-22,3,110
2024-02-22,4,0
2024-02-22,5,106
2024-02-22,6,132
2024-02-22,7,98
2024-02-22,9,276
2024-02-22,10,221
2024-02-22,11,67
2024-02-22,13,0
2024-02-22,14,302
2024-02-22,15,56
2024-02-22,16,8
2024-02-22,17,137
2024-02-22,18,134
2024-02-22,20,79
2024-02-22,12,310
2024-02-22,19,149
2024-02-22,8,252
2024-02-23,1,46
2024-02-23,2,210
2024-02-23,3,166
2024-02-23,4,44
2024-02-23,5,4
2024-02-23,6,118
2024-02-23,7,217
2024-02-23,9,295
2024-02-23,10,157
2024-02-23,11,154
2024-02-23,13,67
2024-02-23,14,0
2024-02-23,15,146
2024-02-23,16,43
2024-02-23,17,177
2024-02-23,18,106
2024-02-23,20,152
2024-02-23,12,200
2024-02-23,19,199
2024-02-23,8,185
2024-02-24,1,183
2024-02-24,2,30
2024-02-24,3,194
2024-02-24,4,1
2024-02-24,5,161
2024-02-24,6,0
2024-02-24,7,55
2024-02-24,9,311
2024-02-24,10,128
2024-02-24,11,0
2024-02-24,13,149
2024-02-24,14,0
2024-02-24,15,49
2024-02-24,16,28
2024-02-24,17,93
2024-02-24,18,0
2024-02-24,20,130
2024-02-24,12,0
2024-02-24,19,70
2024-02-24,8,70
2024-02-25,1,90
2024-02-25,2,38
2024-02-25,3,191
2024-02-25,4,91
2024-02-25,5,0
2024-02-25,6,157
2024-02-25,7,141
2024-02-25,9,204
2024-02-25,10,175
2024-02-25,11,300
2024-02-25,13,0
2024-02-25,14,114
2024-02-25,15,235
2024-02-25,16,66
2024-02-25,17,528
2024-02-25,18,294
2024-02-25,20,122
2024-02-25,12,58
2024-02-25,19,0
2024-02-25,8,28
2024-02-26,1,232
2024-02-26,2,98
2024-02-26,3,56
2024-02-26,4,62
2024-02-26,5,72
2024-02-26,6,185
2024-02-26,7,249
2024-02-26,9,136
2024-02-26,10,0
2024-02-26,11,60
2024-02-26,13,94
2024-02-26,14,55
2024-02-26,15,446
2024-02-26,16,154
2024-02-26,17,0
2024-02-26,18,68
2024-02-26,20,388
2024-02-26,12,38
2024-02-26,19,18
2024-02-26,8,266
2024-02-27,1,148
2024-02-27,2,108
2024-02-27,3,262
2024-02-27,4,129
2024-02-27,5,69
2024-02-27,6,23
2024-02-27,7,119
2024-02-27,9,263
2024-02-27,10,124
2024-02-27,11,5
2024-02-27,13,6
2024-02-27,14,156
2024-02-27,15,255
2024-02-27,16,207
2024-02-27,17,95
2024-02-27,18,109
2024-02-27,20,217
2024-02-27,12,101
2024-02-27,19,198
2024-02-27,8,149
2024-02-28,1,156
2024-02-28,2,283
2024-02-28,3,287
2024-02-28,4,92
2024-02-28,5,0
2024-02-28,6,133
2024-02-28,7,228
2024-02-28,9,16
2024-02-28,10,0
2024-02-28,11,489
2024-02-28,13,254
2024-02-28,14,40
2024-02-28,15,88
2024-02-28,16,0
2024-02-28,17,287
2024-02-28,18,86
2024-02-28,20,160
2024-02-28,12,172
2024-02-28,19,0
2024-02-28,8,30
2024-02-29,1,59
2024-02-29,2,298
2024-02-29,3,135
2024-02-29,4,195
2024-02-29,5,125
2024-02-29,6,42
2024-02-29,7,192
2024-02-29,9,0
2024-02-29,10,82
2024-02-29,11,92
2024-02-29,13,78
2024-02-29,14,149
2024-02-29,15,57
2024-02-29,16,101
2024-02-29,17,129
2024-02-29,18,394
2024-02-29,20,252
2024-02-29,12,101
2024-02-29,19,94
2024-02-29,8,105
2024-03-01,1,135
2024-03-01,2,207
2024-03-01,3,39
2024-03-01,4,336
2024-03-01,5,209
2024-03-01,6,105
2024-03-01,7,165
2024-03-01,9,86
2024-03-01,10,358
2024-03-01,11,222
2024-03-01,13,0
2024-03-01,14,308
2024-03-01,15,21
2024-03-01,16,118
2024-03-01,17,241
2024-03-01,18,225
2024-03-01,20,35
2024-03-01,12,92
2024-03-01,19,255
2024-03-01,8,142
2024-03-02,1,149
2024-03-02,2,74
2024-03-02,3,120
2024-03-02,4,362
2024-03-02,5,2
2024-03-02,6,176
2024-03-02,7,144
2024-03-02,9,39
2024-03-02,10,0
2024-03-02,11,121
2024-03-02,13,75
2024-03-02,14,142
2024-03-02,15,82
2024-03-02,16,94
2024-03-02,17,32
2024-03-02,18,103
2024-03-02,20,75
2024-03-02,12,149
2024-03-02,19,20
2024-03-02,8,172
2024-03-03,1,247
2024-03-03,2,1
2024-03-03,3,211
2024-03-03,4,58
2024-03-03,5,0
2024-03-03,6,251
2024-03-03,7,74
2024-03-03,9,102
2024-03-03,10,81
2024-03-03,11,134
2024-03-03,13,281
2024-03-03,14,224
2024-03-03,15,144
2024-03-03,16,198
2024-03-03,17,108
2024-03-03,18,55
2024-03-03,20,131
2024-03-03,12,182
2024-03-03,19,392
2024-03-03,8,65
2024-03-04,1,54
2024-03-04,2,162
2024-03-04,3,265
2024-03-04,4,43
2024-03-04,5,151
2024-03-04,6,93
2024-03-04,7,243
2024-03-04,9,77
2024-03-04,10,64
2024-03-04,11,173
